manufacturer,name,chip,released,bus,memory,clock,memory_clock,shaders,tmus,rops
NVIDIA,GeForce GTX 650 Ti,GK106,2012-10-09,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",928 MHz,1350 MHz,768,64,16
NVIDIA,GeForce GTX 660,GK106,2012-09-06,PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,960,80,24
NVIDIA,GeForce GTX 660 OEM,GK104,2012-08-22,PCIe 3.0 x16,"1536 MB, GDDR5, 192 bit",823 MHz,1400 MHz,1152,96,24
NVIDIA,GeForce GTX 660 OEM,GK104,2012-08-22,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",823 MHz,1400 MHz,1152,96,32
NVIDIA,GeForce GTX 660 Ti,GK104,2012-08-16,PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",915 MHz,1502 MHz,1344,112,24
NVIDIA,GeForce GTX 660M,GK107,2012-03-22,MXM-B (3.0),"1024 MB, GDDR5, 128 bit",835 MHz,1000 MHz,384,32,16
NVIDIA,GeForce GTX 670,GK104,2012-05-10,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344,112,32
NVIDIA,GeForce GTX 670M,GF114,2012-03-22,MXM-B (3.0),"1536 MB, GDDR5, 192 bit",598 MHz,750 MHz,336,56,24
NVIDIA,GeForce GTX 670MX,GK104,2012-10-01,PCIe 3.0 x16,"3 GB, GDDR5, 192 bit",601 MHz,700 MHz,960,80,24
NVIDIA,GeForce GTX 675M,GF114,2012-03-22,MXM-B (3.0),"2 GB, GDDR5, 256 bit",620 MHz,750 MHz,384,64,32
NVIDIA,GeForce GTX 675MX,GK104,2012-10-01,MXM-B (3.0),"2 GB, GDDR5, 256 bit",654 MHz,900 MHz,960,80,32
NVIDIA,GeForce GTX 680,GK104,2012-03-22,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1006 MHz,1502 MHz,1536,128,32
NVIDIA,GeForce GTX 680M,GK104,2012-06-04,MXM-B (3.0),"4 GB, GDDR5, 256 bit",719 MHz,900 MHz,1344,112,32
NVIDIA,GeForce GTX 680MX Mac Edition,GK104,2012-10-23,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",719 MHz,1250 MHz,1536,128,32
NVIDIA,GeForce GTX 690,GK104,2012-05-03,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1536,128,32
NVIDIA,NVS 1000,GK107,Never Released,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",797 MHz,891 MHz,192,16,16
NVIDIA,NVS 310,GF119,2012-06-26,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",523 MHz,875 MHz,48,8,4
NVIDIA,NVS 510,GK107,2012-10-23,PCIe 2.0 x16,"2 GB, DDR3, 128 bit",797 MHz,891 MHz,192,16,16
NVIDIA,NVS 5200M,GF117,2012-06-01,MXM,"1024 MB, DDR3, 64 bit",625 MHz,900 MHz,96,16,4
NVIDIA,NVS 5200M,GF108,2012-09-17,MXM,"1024 MB, GDDR5, 64 bit",672 MHz,785 MHz,96,16,4
NVIDIA,NVS 5400M,GF108,2012-06-01,MXM,"2 GB, GDDR3, 128 bit",660 MHz,900 MHz,96,16,4
NVIDIA,Playstation 3 RSX 40nm,RSX-CXD5302,2012-10-04,IGP,"256 MB, GDDR3, 128 bit",550 MHz,700 MHz,32,24,8
NVIDIA,Quadro 410,GK107,2012-08-07,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",706 MHz,891 MHz,192,16,8
NVIDIA,Quadro 7000,GF110,2012-05-02,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",651 MHz,851 MHz,512,64,48
NVIDIA,Quadro K1000M,GK107,2012-06-01,MXM-A (3.0),"2 GB, DDR3, 128 bit",850 MHz,900 MHz,192,16,16
NVIDIA,Quadro K2000M,GK107,2012-06-01,MXM-A (3.0),"2 GB, DDR3, 128 bit",745 MHz,900 MHz,384,32,16
NVIDIA,Quadro K3000M,GK104,2012-06-01,MXM-B (3.0),"2 GB, GDDR5, 256 bit",654 MHz,700 MHz,576,48,32
NVIDIA,Quadro K4000M,GK104,2012-06-01,MXM-B (3.0),"4 GB, GDDR5, 256 bit",601 MHz,700 MHz,960,80,32
NVIDIA,Quadro K5000,GK104,2012-08-17,PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",706 MHz,1350 MHz,1536,128,32
NVIDIA,Quadro K5000 Mac Edition,GK104,2012-08-07,PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",706 MHz,1350 MHz,1536,128,32
NVIDIA,Quadro K5000M,GK104,2012-08-07,MXM-B (3.0),"4 GB, GDDR5, 256 bit",601 MHz,750 MHz,1344,112,32
NVIDIA,Quadro K500M,GK107,2012-06-01,MXM-A (3.0),"1024 MB, DDR3, 64 bit",850 MHz,800 MHz,192,16,8
NVIDIA,Tesla K10,GK104,2012-05-01,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,Tesla K20X,GK110,2012-11-12,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",732 MHz,1300 MHz,2688,224,48
NVIDIA,Tesla K20Xm,GK110,2012-11-12,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",732 MHz,1300 MHz,2688,224,48
NVIDIA,Tesla K20c,GK110,2012-11-12,PCIe 2.0 x16,"5 GB, GDDR5, 320 bit",706 MHz,1300 MHz,2496,208,40
NVIDIA,GRID K1,GK107,2013-03-18,PCIe 3.0 x16,"4 GB, DDR3, 128 bit",850 MHz,891 MHz,192,16,16
NVIDIA,GRID K100,GK107,2013-06-28,PCIe 3.0 x16,"256 MB, DDR3, 128 bit",850 MHz,891 MHz,192,16,16
NVIDIA,GRID K140Q,GK107,2013-06-28,PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",850 MHz,891 MHz,192,16,16
NVIDIA,GRID K160Q,GK107,2013-06-28,PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",850 MHz,891 MHz,192,16,16
NVIDIA,GRID K180Q,GK107,2013-06-28,PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",850 MHz,891 MHz,192,16,16
NVIDIA,GRID K2,GK104,2013-05-11,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K200,GK104,2013-06-28,PCIe 3.0 x16,"256 MB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K240Q,GK104,2013-06-28,PCIe 3.0 x16,"1024 MB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K260Q,GK104,2013-06-28,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K280Q,GK104,2013-06-28,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K340,GK107,2013-07-23,PCIe 3.0 x16,"1024 MB, GDDR5, 64 bit",950 MHz,900 MHz,384,32,8
NVIDIA,GRID K520,GK104,2013-07-23,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GeForce 505 OEM,GT218,2013-01-06,PCIe 1.0 x16,"512 MB, DDR3, 64 bit",589 MHz,600 MHz,16,8,4
NVIDIA,GeForce 505 OEM,GT216,2013-02-17,PCIe 1.0 x16,"1024 MB, DDR3, 128 bit",615 MHz,700 MHz,24,12,8
NVIDIA,GeForce 705A,GF119,2013-10-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48,8,4
NVIDIA,GeForce 705M,GF119,Unknown,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48,8,4
NVIDIA,GeForce 705M,GF117,2013-09-27,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48,8,8
NVIDIA,GeForce 710A,GF117,2013-04-01,PCIe 2.0 x16,"2 GB, DDR3, 64 bit",775 MHz,900 MHz,96,16,8
NVIDIA,GeForce 710M,GK208,2013-07-24,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,900 MHz,192,16,8
NVIDIA,GeForce 710M,GF117,2013-01-09,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,96,16,8
NVIDIA,GeForce 720M,GF117,2013-04-01,PCIe 2.0 x16,"2 GB, DDR3, 64 bit",625 MHz,800 MHz,96,16,8
NVIDIA,GeForce 820M,GF117,2013-11-27,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,900 MHz,96,16,8
NVIDIA,GeForce GT 625 OEM,GF119,2013-02-18,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",874 MHz,825 MHz,48,8,4
NVIDIA,GeForce GT 630 Rev. 2,GK208,2013-05-29,PCIe 2.0 x8,"2 GB, DDR3, 64 bit",902 MHz,900 MHz,384,32,8
NVIDIA,GeForce GT 630 Rev. 2 PCIe x8,GK208,2013-05-29,PCIe 2.0 x8,"2 GB, DDR3, 64 bit",902 MHz,900 MHz,384,32,8
NVIDIA,GeForce GT 635 OEM,GK208,2013-10-01,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",967 MHz,900 MHz,384,32,8
NVIDIA,GeForce GT 640 Rev. 2,GK208,2013-05-29,PCIe 2.0 x8,"1024 MB, GDDR5, 64 bit",1046 MHz,1252 MHz,384,32,8
NVIDIA,GeForce GT 640M Mac Edition,GK107,2013-02-03,PCIe 3.0 x16,"512 MB, GDDR5, 64 bit",745 MHz,1250 MHz,384,32,8
NVIDIA,GeForce GT 710M,GF117,2013-01-09,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,96,16,8
NVIDIA,GeForce GT 720M,GK208,2013-12-25,PCIe 2.0 x8,"2 GB, DDR3, 64 bit",719 MHz,800 MHz,192,16,8
NVIDIA,GeForce GT 720M,GF117,2013-04-01,PCIe 2.0 x16,"2 GB, DDR3, 64 bit",775 MHz,800 MHz,96,16,8
NVIDIA,GeForce GT 730M,GK107,2013-01-20,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",725 MHz,900 MHz,384,32,16
NVIDIA,GeForce GT 735M,GK208,2013-04-01,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",575 MHz,900 MHz,384,32,8
NVIDIA,GeForce GT 740A,GK208,2013-08-26,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",980 MHz,900 MHz,384,32,8
NVIDIA,GeForce GT 740M,GK208,2013-06-20,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",980 MHz,900 MHz,384,32,8
NVIDIA,GeForce GT 740M,GK107,2013-04-01,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",810 MHz,901 MHz,384,32,16
NVIDIA,GeForce GT 745A,GK107,2013-08-26,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",837 MHz,900 MHz,384,32,16
NVIDIA,GeForce GT 745M,GK107,2013-04-01,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",837 MHz,900 MHz,384,32,16
NVIDIA,GeForce GT 745M,GK107,2013-04-01,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",549 MHz,1000 MHz,384,32,16
NVIDIA,GeForce GT 750M,GK107,2013-01-09,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",941 MHz,1003 MHz,384,32,16
NVIDIA,GeForce GT 750M Mac Edition,GK107,2013-11-08,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",926 MHz,1254 MHz,384,32,16
NVIDIA,GeForce GT 755M,GK107,2013-06-25,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",980 MHz,1350 MHz,384,32,16
NVIDIA,GeForce GT 755M Mac Edition,GK107,2013-11-08,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1085 MHz,1250 MHz,384,32,16
NVIDIA,GeForce GT 820M,GF117,2013-11-27,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,96,16,8
NVIDIA,GeForce GTX 645 OEM,GK106,2013-04-22,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",824 MHz,1000 MHz,576,48,16
NVIDIA,GeForce GTX 650,GK106,2013-11-27,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1058 MHz,1250 MHz,384,32,16
NVIDIA,GeForce GTX 650 Ti Boost,GK106,2013-03-26,PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,768,64,24
NVIDIA,GeForce GTX 650 Ti OEM,GK106,2013-03-31,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",928 MHz,1350 MHz,768,64,16
NVIDIA,GeForce GTX 660M Mac Edition,GK107,2013-04-01,MXM-B (3.0),"512 MB, GDDR5, 128 bit",950 MHz,1250 MHz,384,32,16
NVIDIA,GeForce GTX 675MX Mac Edition,GK104,2013-04-01,PCIe 3.0 x16,"1024 MB, GDDR5, 256 bit",719 MHz,1250 MHz,1344,112,32
NVIDIA,GeForce GTX 680 Mac Edition,GK104,2013-04-03,PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",1006 MHz,1502 MHz,1536,128,32
NVIDIA,GeForce GTX 760,GK104,2013-06-25,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1502 MHz,1152,96,32
NVIDIA,GeForce GTX 760 OEM,GK104,2013-06-27,PCIe 3.0 x16,"1536 MB, GDDR5, 192 bit",823 MHz,1400 MHz,1152,96,24
NVIDIA,GeForce GTX 760 OEM Rebrand,GK104,2013-08-25,PCIe 3.0 x16,"3 GB, GDDR5, 256 bit",823 MHz,1400 MHz,1152,96,32
NVIDIA,GeForce GTX 760 Ti OEM,GK104,2013-09-27,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344,112,32
NVIDIA,GeForce GTX 760 Ti OEM Rebrand,GK104,2013-08-25,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344,112,32
NVIDIA,GeForce GTX 760 X2,GK104,2013-11-19,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1006 MHz,1502 MHz,1152,96,32
NVIDIA,GeForce GTX 760M,GK106,2013-05-30,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",628 MHz,1002 MHz,768,64,16
NVIDIA,GeForce GTX 765M,GK106,2013-05-30,MXM-B (3.0),"2 GB, GDDR5, 128 bit",797 MHz,1002 MHz,768,64,16
NVIDIA,GeForce GTX 770,GK104,2013-05-30,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1046 MHz,1753 MHz,1536,128,32
NVIDIA,GeForce GTX 770M,GK106,2013-05-30,MXM-B (3.0),"3 GB, GDDR5, 192 bit",706 MHz,1002 MHz,960,80,24
NVIDIA,GeForce GTX 775M Mac Edition,GK104,2013-11-08,MXM-B (3.0),"2 GB, GDDR5, 256 bit",797 MHz,1250 MHz,1344,112,32
NVIDIA,GeForce GTX 780,GK110,2013-05-23,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",863 MHz,1502 MHz,2304,192,48
NVIDIA,GeForce GTX 780 6 GB,GK110B,2013-09-10,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",863 MHz,1502 MHz,2304,192,48
NVIDIA,GeForce GTX 780 Rev. 2,GK110B,2013-09-10,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",863 MHz,1502 MHz,2304,192,48
NVIDIA,GeForce GTX 780 Ti,GK110B,2013-11-07,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",875 MHz,1753 MHz,2880,240,48
NVIDIA,GeForce GTX 780 Ti 6 GB,GK110B,Never Released,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",875 MHz,1753 MHz,2880,240,48
NVIDIA,GeForce GTX 780M,GK104,2013-05-11,MXM-B (3.0),"4 GB, GDDR5, 256 bit",771 MHz,1250 MHz,1536,128,32
NVIDIA,GeForce GTX 780M Mac Edition,GK104,2013-11-08,MXM-B (3.0),"4 GB, GDDR5, 256 bit",771 MHz,1250 MHz,1536,128,32
NVIDIA,GeForce GTX TITAN,GK110,2013-02-19,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",836 MHz,1502 MHz,2688,224,48
NVIDIA,NVS 315,GF119,2013-03-10,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",523 MHz,875 MHz,48,8,4
NVIDIA,Playstation 3 RSX 28nm,RSX-D5305L,2013-06-03,IGP,"256 MB, GDDR3, 128 bit",550 MHz,700 MHz,32,24,8
NVIDIA,Quadro 4100,GK104,Unknown,PCIe 3.0 x16,"2 GB, DDR3, 256 bit",797 MHz,891 MHz,1344,112,32
NVIDIA,Quadro K1100M,GK107,2013-07-23,MXM-A (3.0),"2 GB, GDDR5, 128 bit",706 MHz,700 MHz,384,32,16
NVIDIA,Quadro K2000,GK107,2013-03-01,PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",954 MHz,1000 MHz,384,32,16
NVIDIA,Quadro K2000D,GK107,2013-03-01,PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",954 MHz,1000 MHz,384,32,16
NVIDIA,Quadro K2100M,GK106,2013-07-23,MXM-A (3.0),"2 GB, GDDR5, 128 bit",667 MHz,752 MHz,576,48,16
NVIDIA,Quadro K3100M,GK104,2013-07-23,MXM-B (3.0),"4 GB, GDDR5, 256 bit",706 MHz,800 MHz,768,64,32
NVIDIA,Quadro K4000,GK106,2013-03-01,PCIe 2.0 x16,"3 GB, GDDR5, 192 bit",810 MHz,1404 MHz,768,64,24
NVIDIA,Quadro K4100M,GK104,2013-07-23,MXM-B (3.0),"4 GB, GDDR5, 256 bit",706 MHz,800 MHz,1152,96,32
NVIDIA,Quadro K5000 SYNC,GK104,2013-01-25,PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",706 MHz,1350 MHz,1536,128,32
NVIDIA,Quadro K5100M,GK104,2013-07-23,MXM-B (3.0),"8 GB, GDDR5, 256 bit",771 MHz,900 MHz,1536,128,32
NVIDIA,Quadro K510M,GK208,2013-07-23,MXM-A (3.0),"1024 MB, GDDR5, 64 bit",846 MHz,600 MHz,192,16,8
NVIDIA,Quadro K600,GK107,2013-03-01,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",876 MHz,891 MHz,192,16,16
NVIDIA,Quadro K6000,GK110B,2013-07-23,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",797 MHz,1502 MHz,2880,240,48
NVIDIA,Quadro K6000 SDI,GK110,2013-07-23,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",902 MHz,1502 MHz,2880,240,48
NVIDIA,Quadro K610M,GK208,2013-07-23,MXM-A (3.0),"1024 MB, GDDR5, 64 bit",980 MHz,650 MHz,192,16,8
NVIDIA,Tegra 4,Tegra 4,2013-08-01,IGP,System Shared,672 MHz,System Shared,72,4,4
NVIDIA,Tegra 4i,Tegra 4,2013-02-19,IGP,System Shared,660 MHz,System Shared,60,2,2
NVIDIA,Tesla K20m,GK110,2013-01-05,PCIe 2.0 x16,"5 GB, GDDR5, 320 bit",706 MHz,1300 MHz,2496,208,40
NVIDIA,Tesla K20s,GK110,2013-02-18,PCIe 2.0 x16,"5 GB, GDDR5, 320 bit",575 MHz,1300 MHz,2496,208,40
NVIDIA,Tesla K40c,GK180,2013-10-08,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880,240,48
NVIDIA,Tesla K40d,GK110B,2013-11-22,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880,240,48
NVIDIA,Tesla K40m,GK110B,2013-11-22,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880,240,48
NVIDIA,Tesla K40s,GK110B,2013-11-22,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880,240,48
NVIDIA,Tesla K40st,GK110B,2013-11-22,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",575 MHz,1502 MHz,2880,240,48
NVIDIA,Tesla K40t,GK110B,2013-11-22,PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880,240,48
NVIDIA,GRID K120Q,GK107,2014-07-02,PCIe 3.0 x16,"512 MB, DDR3, 128 bit",850 MHz,891 MHz,192,16,16
NVIDIA,GRID K220Q,GK104,2014-07-02,PCIe 3.0 x16,"512 MB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K500,GK104,2014-07-02,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K520Q,GK104,2014-07-02,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K540Q,GK104,2014-07-02,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GRID K560Q,GK104,2014-07-02,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536,128,32
NVIDIA,GeForce 705A,GF119,2014-07-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,48,8,4
NVIDIA,GeForce 710A,GK208,2014-03-17,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,900 MHz,192,16,8
NVIDIA,GeForce 720A,GF117,2014-07-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,1000 MHz,96,16,8
NVIDIA,GeForce 800A,GF119,2014-03-17,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,48,8,4
NVIDIA,GeForce 800A,GF119,2014-03-17,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,48,8,4
NVIDIA,GeForce 800M,GF117,2014-03-17,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48,8,8
NVIDIA,GeForce 805A,GK208,2014-07-22,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,1001 MHz,192,16,8
NVIDIA,GeForce 810A,GK208,2014-07-22,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",719 MHz,900 MHz,192,16,8
NVIDIA,GeForce 810M,GF117,2014-03-24,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48,8,8
NVIDIA,GeForce 820A,GF117,2014-03-17,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,96,16,8
NVIDIA,GeForce 825M,GK208,2014-01-27,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",850 MHz,900 MHz,384,32,8
NVIDIA,GeForce 830A,GM108,2014-07-22,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1082 MHz,900 MHz,256,16,8
NVIDIA,GeForce 830M,GM108,2014-03-12,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1082 MHz,900 MHz,256,16,8
NVIDIA,GeForce 840A,GM108,2014-03-17,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1029 MHz,1001 MHz,384,16,8
NVIDIA,GeForce 840M,GM108,2014-03-12,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1029 MHz,1001 MHz,384,16,8
NVIDIA,GeForce GT 705 OEM,GF119,2014-03-27,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",874 MHz,825 MHz,48,8,4
NVIDIA,GeForce GT 710,GK208,2014-03-27,PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,192,16,8
NVIDIA,GeForce GT 710,GK208B,2014-03-27,PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,192,16,8
NVIDIA,GeForce GT 720,GK208,2014-03-27,PCIe 2.0 x8,"2 GB, DDR3, 64 bit",967 MHz,900 MHz,384,32,8
NVIDIA,GeForce GT 720,GK208B,2014-09-29,PCIe 2.0 x8,"1024 MB, DDR3, 64 bit",797 MHz,800 MHz,192,16,8
NVIDIA,GeForce GT 720A,GF117,2014-07-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,1001 MHz,96,16,8
NVIDIA,GeForce GT 730,GF108,2014-06-18,PCIe 2.0 x16,"2 GB, DDR3, 128 bit",700 MHz,800 MHz,96,16,4
NVIDIA,GeForce GT 730,GK208B,2014-06-18,PCIe 2.0 x8,"1024 MB, GDDR5, 64 bit",902 MHz,1253 MHz,384,32,8
NVIDIA,GeForce GT 730,GF108,2014-06-18,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 730A,GK208,2014-07-01,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",719 MHz,1001 MHz,384,32,8
NVIDIA,GeForce GT 730M,GK208,2014-03-06,PCIe 2.0 x8,"2 GB, DDR3, 64 bit",719 MHz,900 MHz,384,32,8
NVIDIA,GeForce GT 740,GK107,2014-05-29,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",993 MHz,1253 MHz,384,32,16
NVIDIA,GeForce GTX 660 Rev. 2,GK104,2014-09-13,PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,960,80,24
NVIDIA,GeForce GTX 745 OEM,GM107,2014-02-18,PCIe 3.0 x16,"4 GB, DDR3, 128 bit",1033 MHz,900 MHz,384,24,16
NVIDIA,GeForce GTX 750,GM107,2014-02-18,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1020 MHz,1253 MHz,512,32,16
NVIDIA,GeForce GTX 750 Ti,GM107,2014-02-18,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1020 MHz,1350 MHz,640,40,16
NVIDIA,GeForce GTX 750 Ti OEM,GK106,Unknown,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1033 MHz,1502 MHz,960,80,32
NVIDIA,GeForce GTX 760A,GK106,2014-03-17,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",628 MHz,1002 MHz,768,64,16
NVIDIA,GeForce GTX 850A,GM107,2014-03-17,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",902 MHz,900 MHz,640,40,16
NVIDIA,GeForce GTX 850M,GM107,2014-03-12,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",902 MHz,1001 MHz,640,40,16
NVIDIA,GeForce GTX 860M,GM107,2014-01-13,MXM-B (3.0),"4 GB, GDDR5, 128 bit",1020 MHz,1253 MHz,640,40,16
NVIDIA,GeForce GTX 860M,GK104,2014-03-10,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",797 MHz,1250 MHz,1152,96,16
NVIDIA,GeForce GTX 870M,GK104,2014-03-12,MXM-B (3.0),"3 GB, GDDR5, 192 bit",941 MHz,1250 MHz,1344,112,24
NVIDIA,GeForce GTX 880M,GK104,2014-03-12,MXM-B (3.0),"8 GB, GDDR5, 256 bit",954 MHz,1250 MHz,1536,128,32
NVIDIA,GeForce GTX 970,GM204,2014-09-19,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1050 MHz,1753 MHz,1664,104,56
NVIDIA,GeForce GTX 970M,GM204,2014-10-07,MXM-B (3.0),"3 GB, GDDR5, 192 bit",924 MHz,1253 MHz,1280,80,48
NVIDIA,GeForce GTX 970M,GM204,2014-10-07,MXM-B (3.0),"6 GB, GDDR5, 192 bit",924 MHz,1253 MHz,1280,80,48
NVIDIA,GeForce GTX 980,GM204,2014-09-19,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1127 MHz,1753 MHz,2048,128,64
